BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5394,4, ,A2, 26 FINGAL STREET                          ,            ,10312,1,0,1,"13,406","4,180",1982, 1 , A2 ,"$1,199,000",8/26/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5397,51, ,A1, 23 EYLANDT STREET                         ,            ,10312,1,0,1,"10,120","3,000",1985, 1 , A1 ,"$955,000",12/18/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5401,5, ,A2, 28 JANSEN STREET                          ,            ,10312,1,0,1,"10,800","2,164",1980, 1 , A2 ,$0,12/1/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5402,43, ,A1, 295 HAROLD AVENUE                         ,            ,10312,1,0,1,"6,700","3,348",1980, 1 , A1 ,$0,7/27/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5404,46, ,A1, 119 LENZIE STREET                         ,            ,10312,1,0,1,"8,000","3,660",1998, 1 , A1 ,$0,9/16/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,36, ,A1, 107 ELMBANK STREET                        ,            ,10312,1,0,1,"2,500","1,200",1999, 1 , A1 ,"$480,800",9/18/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,34, ,A6, 11 SANDGAP STREET                         ,            ,10312,1,0,1,"2,500",448,1910, 1 , A6 ,"$157,500",5/29/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,45, ,A1, 37 SANDGAP STREET                         ,            ,10312,1,0,1,"5,000","1,483",1910, 1 , A1 ,"$365,000",12/15/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,14, ,A5, 97 EAGAN AVENUE                           ,            ,10312,1,0,1,"1,845","1,854",1986, 1 , A5 ,"$383,000",11/18/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,29, ,A5, 69 EAGAN AVENUE                           ,            ,10312,1,0,1,"1,546","1,579",1986, 1 , A5 ,$0,12/14/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,34, ,A5, 57 EAGAN AVENUE                           ,            ,10312,1,0,1,"1,546","1,579",1986, 1 , A5 ,$0,8/27/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,55, ,A5, 36 SEGUINE PLACE                          ,            ,10312,1,0,1,"1,471","1,068",1986, 1 , A5 ,"$315,000",12/21/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,79, ,A5, 4 SEGUINE PLACE                           ,            ,10312,1,0,1,"1,755","1,854",1986, 1 , A5 ,"$379,000",5/29/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,145, ,A5, 60 SEGUINE PLACE                          ,            ,10312,1,0,1,"1,471","1,172",1986, 1 , A5 ,"$325,000",8/20/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6209,69, ,A5, 195 MOSELY AVENUE                         ,            ,10312,1,0,1,"2,665","1,592",2007, 1 , A5 ,$0,9/22/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6212,28, ,A1, 96 JEANNETTE AVENUE                       ,            ,10312,1,0,1,"5,400","2,376",1970, 1 , A1 ,"$595,000",12/8/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6212,33, ,A5, 20 LUCY LOOP                              ,            ,10312,1,0,1,"2,320","1,500",2000, 1 , A5 ,"$465,000",5/14/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,3, ,A5, 69 BARB STREET                            ,            ,10312,1,0,1,"1,585","1,339",2004, 1 , A5 ,"$405,000",2/24/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,45, ,A5, 10 ENDVIEW STREET                         ,            ,10312,1,0,1,"6,150","1,339",2004, 1 , A5 ,$0,1/26/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,72, ,A5, 60 ENDVIEW STREET                         ,            ,10312,1,0,1,"3,605","1,344",2003, 1 , A5 ,"$480,000",11/4/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6222,20, ,A1, 32 JEANNETTE AVENUE                       ,            ,10312,1,0,1,"6,000","1,560",1935, 1 , A1 ,$0,11/19/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6222,54, ,A1, 11 LORRAINE AVENUE                        ,            ,10312,1,0,1,"8,000","4,011",2000, 1 , A1 ,"$865,000",1/12/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,15, ,A1, 730 ANNADALE ROAD                         ,            ,10312,1,0,1,"5,200","1,465",1930, 1 , A1 ,"$455,000",7/1/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6232,29, ,A2, 146 RATHBUN AVENUE                        ,            ,10312,1,0,1,"3,600",984,1960, 1 , A2 ,"$510,000",5/21/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6232,72, ,A2, 994 DRUMGOOLE ROAD WEST                   ,            ,10312,1,0,1,"3,600",984,1960, 1 , A2 ,"$367,500",8/18/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6232,76, ,A1, 1002 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,"3,400","1,248",1970, 1 , A1 ,"$410,000",12/31/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,53, ,A2, 193 SHELDON AVENUE                        ,            ,10312,1,0,1,"12,000","1,128",1945, 1 , A2 ,"$250,000",7/24/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6236,24, ,V0, 178 STAFFORD AVENUE                       ,            ,10312,1,0,1,"14,000",0,1980, 1 , A1 ,"$925,000",1/26/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,33, ,A1, 162 STAFFORD AVENUE                       ,            ,10312,1,0,1,"4,000","2,092",2000, 1 , A1 ,"$710,000",4/16/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6239,83, ,A1, 257 CROWN AVENUE                          ,            ,10312,1,0,1,"9,600","1,728",1975, 1 , A1 ,"$625,000",12/22/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,113, ,A2, 10 PINE TERRACE                           ,            ,10312,1,0,1,"10,400","1,848",1960, 1 , A2 ,"$605,000",4/23/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,17, ,A1, 5119 AMBOY ROAD                           ,            ,10312,1,0,1,"14,795","1,848",1925, 1 , A1 ,"$750,000",1/13/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,22, ,A3, 64 TENAFLY PLACE                          ,            ,10312,1,0,1,"6,175","1,580",2014, 1 , A3 ,"$640,479",10/8/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,268, ,A2, 145 NORTH PINE TERRACE                    ,            ,10312,1,0,1,"7,920","1,912",1965, 1 , A2 ,$0,6/5/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,294, ,A2, 952 ANNADALE ROAD                         ,            ,10312,1,0,1,"4,746","1,794",1965, 1 , A2 ,"$425,000",10/23/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,294, ,A2, 952 ANNADALE ROAD                         ,            ,10312,1,0,1,"4,746","1,794",1965, 1 , A2 ,"$445,000",2/19/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,525, ,A5, 6 EAST TENAFLY AVENUE                     ,            ,10312,1,0,1,"2,945","1,302",1975, 1 , A5 ,$0,12/30/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6253,4, ,A1, 170 SOUTH RAILROAD ST                     ,            ,10312,1,0,1,"4,167","2,300",1990, 1 , A1 ,"$590,000",5/26/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6254,51, ,A2, 40 NORTH RAILROAD ST                      ,            ,10312,1,0,1,"4,000","2,184",1970, 1 , A2 ,$0,5/8/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6254,60, ,A1, 24 NORTH RAILROAD ST                      ,            ,10312,1,0,1,"3,840","1,800",1991, 1 , A1 ,"$570,000",10/7/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6259,14, ,A3, 244 DETROIT AVENUE                        ,            ,10312,1,0,1,"8,000","2,389",2014, 1 , A3 ,"$768,778",5/27/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,19, ,A0, 230 IONIA AVENUE                          ,            ,10312,1,0,1,"8,000","1,600",1960, 1 , A0 ,$0,7/22/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6267,74, ,A5, 327 SHELDON AVENUE                        ,            ,10312,1,0,1,"2,280","1,390",2002, 1 , A5 ,"$485,000",10/21/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,7, ,A2, 282 STAFFORD AVENUE                       ,            ,10312,1,0,1,"3,800","1,008",1970, 1 , A2 ,"$540,000",10/16/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,66, ,A2, 223 SINCLAIR AVENUE                       ,            ,10312,1,0,1,"4,200","1,864",1965, 1 , A2 ,"$537,000",11/20/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6276,42, ,A1, 324 DETROIT AVENUE                        ,            ,10312,1,0,1,"4,000","1,779",1984, 1 , A1 ,$0,6/10/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6276,44, ,A1, 320 DETROIT AVENUE                        ,            ,10312,1,0,1,"3,000","1,240",1984, 1 , A1 ,$0,6/10/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6277,51, ,A1, 117 ALBEE AVENUE                          ,            ,10312,1,0,1,"4,440","2,176",1986, 1 , A1 ,"$630,000",9/2/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6278,56, ,A2, 350 IONIA AVENUE                          ,            ,10312,1,0,1,"4,000","1,170",1960, 1 , A2 ,$0,4/7/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,4, ,A2, 191 SOUTH RAILROAD STREE                  ,            ,10312,1,0,1,"4,453","2,230",1985, 1 , A2 ,$0,2/23/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,16, ,A2, 215 SOUTH RAILROAD ST                     ,            ,10312,1,0,1,"4,080","2,231",1985, 1 , A2 ,$0,9/23/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,156, ,A1, 182 NORTH RAILROAD ST                     ,            ,10312,1,0,1,"5,600","2,178",1975, 1 , A1 ,"$587,500",9/22/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,164, ,A1, 168 NORTH RAILROAD ST                     ,            ,10312,1,0,1,"4,000","2,138",1973, 1 , A1 ,"$470,000",5/1/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6281,28, ,A1, 360 IONIA AVENUE                          ,            ,10312,1,0,1,"3,600","2,100",1979, 1 , A1 ,"$540,000",10/20/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6297,66, ,A2, 297 DELMAR AVENUE                         ,            ,10312,1,0,1,"4,000","1,968",1970, 1 , A2 ,"$535,000",4/2/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6298,13, ,A2, 100 RAMONA AVENUE                         ,            ,10312,1,0,1,"4,000","1,890",1975, 1 , A2 ,"$570,000",2/26/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6298,52, ,A2, 459 LAMONT AVENUE                         ,            ,10312,1,0,1,"6,000","2,362",1976, 1 , A1 ,$0,4/17/2015
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,18, ,A2, 400 RATHBUN AVENUE                        ,            ,10312,1,0,1,"6,000","2,047",1976, 1 , A1 ,"$590,000",4/27/2015
