BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5395,4, ,A1,26 EDWIN STREET                          ,            ,10312,1,0,1,"7,654","2,277",1980, 1 , A1 ," $775,000.00 ",8/26/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5399,26, ,A1,235 KOCH BOULEVARD                       ,            ,10312,1,0,1,"9,555","1,528",1960, 1 , A1 ," $630,000.00 ",10/23/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5401,10, ,A2,16 JANSEN STREET                         ,            ,10312,1,0,1,"10,800","2,015",1980, 1 , A2 ," $705,000.00 ",2/8/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5405,1, ,A2,355 HAROLD AVENUE                        ,            ,10312,1,0,1,"9,167","1,123",1948, 1 , A2 , $-   ,10/30/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,38, ,A1,117 ELMBANK STREET                       ,            ,10312,1,0,1,"2,500","1,700",1999, 1 , A1 ," $470,000.00 ",10/24/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,38, ,A1,117 ELMBANK STREET                       ,            ,10312,1,0,1,"2,500","1,700",1999, 1 , A1 ," $470,000.00 ",10/24/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5407,39, ,A2,193 BATHGATE STREET                      ,            ,10312,1,0,1,"5,000",808,1920, 1 , A2 , $-   ,12/4/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,39, ,A1,23 SANDGAP STREET                        ,            ,10312,1,0,1,"2,700",684,1950, 1 , A1 ," $395,000.00 ",10/9/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,39, ,A1,23 SANDGAP STREET                        ,            ,10312,1,0,1,"2,700",684,1950, 1 , A1 ," $200,500.00 ",5/13/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5426,38, ,A1,25 OCEAN DRIVEWAY                        ,            ,10312,1,0,1,"7,440","3,176",2001, 1 , A1 , $-   ,7/18/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,16, ,A5,93 EAGAN AVENUE                          ,            ,10312,1,0,1,"1,546","1,579",1986, 1 , A5 ," $348,000.00 ",6/20/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,29, ,A5,69 EAGAN AVENUE                          ,            ,10312,1,0,1,"1,546","1,579",1986, 1 , A5 ," $285,000.00 ",11/8/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,46, ,A5,58 SEGUINE PLACE                         ,            ,10312,1,0,1,"2,243","1,373",1986, 1 , A5 , $-   ,12/18/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,54, ,A5,40 SEGUINE PLACE                         ,            ,10312,1,0,1,"2,023","1,068",1986, 1 , A5 , $-   ,10/22/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,54, ,A5,40 SEGUINE PLACE                         ,            ,10312,1,0,1,"2,023","1,068",1986, 1 , A5 , $-   ,10/22/2013
5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,55, ,A5,36 SEGUINE PLACE                         ,            ,10312,1,0,1,"1,471","1,068",1986, 1 , A5 , $-   ,2/15/2013
